event_time,state,location,latitude,longitude,title,source_url,source_domain,matched_alias,label,confidence
2025-09-12T07:00:00+00:00,Kaduna,Kaduna,10.51050,7.41650,Flood displaces 270 households in Zaria - guardian.ng,https://news.google.com/rss/articles/CBMihgFBVV95cUxOQ1I0TkFnbXZFUVNEVkJvMW1fOEREbUVXS2xBZzJMOHJEZXJ2MG9LXzZwaG10XzJNY281cThWbHhrZ2FpOTFIY00wWlRYT1RYOEE1cUFDWTZ4Q0dMelJzUjRUYjdVY3pYNXlqNEhSUFltTHdGNzJmaVVGZE5XandsOTJSU0g4dw?oc=5,guardian.ng,zaria,1,news_reported_physical_impact
2025-09-13T07:00:00+00:00,Kaduna,Kaduna,10.51050,7.41650,"Flood Displaces 470 Children, Destroys 270 Homes In Kaduna - The Whistler Newspaper",https://news.google.com/rss/articles/CBMiiAFBVV95cUxQOHBERnMxMzlyUTZaSXJnSG9OUTBhRnZDaWROLWJNSWRfSHc0X3FJNWxRQ1pMR0lNaTBNZmlHTGZTM1hQU1paTm16V05UaS14bGMtaktTVkNfbjdhM3FCYXVpUEJlTkFEdEo1RS1VY1ZKRk84WTVQUTJGSGNlb1I5ZVBuVXc3MHRq?oc=5,The Whistler Newspaper,kaduna,1,news_reported_physical_impact
2025-09-13T07:00:00+00:00,Kaduna,Kaduna,10.51050,7.41650,"Flood ravages Zaria Communities, 270 households affected - vanguardngr.com",https://news.google.com/rss/articles/CBMilwFBVV95cUxOS1g0TFRuaE1uMTVtWC1WTzVYMURUc1EtTUloLS1MQnh6UUNZSDlmVXlkRjFYV2toVGZzZHFkbXFlV0J3RjhKU2dwbkdmWGtVQ2Q3Rjl1MEhqUW9DcGE3UG02cmM3cFgzV0t0UkxnYUdtYVVjU0tIUHBCQVZoemRSTXlzY3RGNmlQVTJ4QUpTbkQtYUFIUVA40gGcAUFVX3lxTE5Ddkc2NEFjYi1SeGFTSEhJNlJhOHEtV19Xc2o2UHpuX1hZOE5NTFBWdWxzZUl3VEFMWU41RlU3M0NxNWFweDMtZWdwREdrVVlVTWlnVEhMcGFOMjhmWXlPRXlvc2pFazRhRDR0dHpMTlBxY2xBOHV3Yk9lYWRnSmZrcy1wMHFxSklqYWhrMmo5ZWZYNjNOMk5KMjBaSA?oc=5,vanguardngr.com,zaria,1,news_reported_physical_impact
2025-09-13T07:00:00+00:00,Kaduna,Kaduna,10.51050,7.41650,"Flood displaces 470 children, wrecks 270 homes in Zaria - The Nation Newspaper",https://news.google.com/rss/articles/CBMijgFBVV95cUxPZjI4eFFxM19HTDRNeF9sbDNkZzhaekYxRUhNbVlacUV3M2VOQ1AzX2pya1NkYmRGZE8yU2ZRVVZWQzRtTHZUblR5VlVaeHhKWWJodXlpRWgyZDAxY05MWUFoQ1RpZjFwVFdQMTl2RzF1X3JuQ1VhZDBiTDBJSzhBVzFRTUo0Y09CLTlRQ3d30gGTAUFVX3lxTE1fU2dwaTRJc2I5Nm10MDVTM2s2dGdRc2Y5T3o5VnZlY3gzdGh1eXVWQ2JwQjVpRWQ0UXMwbXBLTDN5bFRydjRjQ2JxMVQyMkRNTjJUSUZpaDhKSkV5RWwtbnJmX1lYM20zVGI3dTBQREdtOEhmRTVUQzN0WmJTT2xRdTZNWEJfcHhlSThGaUhrVTlXYw?oc=5,The Nation Newspaper,zaria,1,news_reported_physical_impact
2025-09-13T07:00:00+00:00,Kaduna,Kaduna,10.51050,7.41650,"Flood displaces 470 children, detroys 270 houses in Zaria - Tribune Online",https://news.google.com/rss/articles/CBMijgFBVV95cUxPUmNCVWpBcTNkOVhVU1ExU1hTZjJlY29xdEZ6NUZ5UlZHYnRpMG5TMXhXek5MaGl1d05HUXhoSl9YWjhrLXJ0RjZQUDRydkhMOGNHNHRTcndmalZ4R3JJQktSYmd2aDRwLTZuOVFQTjg3WUFFVkd5dm5tdHRjcXlxOG5CVWk3VDZseGlvWTFn0gGTAUFVX3lxTFBuZmtRNlpGOVdGV1VyNWtfeTBIa0o4ZVB5R3NBSGZ2dExibVp5d3RwbGI1ZVZOYS1Xd1Y0STR3b1piZWVYSU85WnRnOFlRRGlaVGJOMlFtYUJaYW1GdVBWWmRFcEtLTjRPdjdPSU9BVzRIc0dpRy1OeE45ckZ2amdNOHFZUjVrWnBrNEhYSkNPcWlPUQ?oc=5,Tribune Online,zaria,1,news_reported_physical_impact
2025-09-13T07:00:00+00:00,Kaduna,Kaduna,10.51050,7.41650,"Flood ravages Zaria Communities, 270 households affected - Vanguard News",https://news.google.com/rss/articles/CBMilwFBVV95cUxOS1g0TFRuaE1uMTVtWC1WTzVYMURUc1EtTUloLS1MQnh6UUNZSDlmVXlkRjFYV2toVGZzZHFkbXFlV0J3RjhKU2dwbkdmWGtVQ2Q3Rjl1MEhqUW9DcGE3UG02cmM3cFgzV0t0UkxnYUdtYVVjU0tIUHBCQVZoemRSTXlzY3RGNmlQVTJ4QUpTbkQtYUFIUVA40gGcAUFVX3lxTE5Ddkc2NEFjYi1SeGFTSEhJNlJhOHEtV19Xc2o2UHpuX1hZOE5NTFBWdWxzZUl3VEFMWU41RlU3M0NxNWFweDMtZWdwREdrVVlVTWlnVEhMcGFOMjhmWXlPRXlvc2pFazRhRDR0dHpMTlBxY2xBOHV3Yk9lYWRnSmZrcy1wMHFxSklqYWhrMmo5ZWZYNjNOMk5KMjBaSA?oc=5,Vanguard News,zaria,1,news_reported_physical_impact
2025-09-14T07:00:00+00:00,Kaduna,Kaduna,10.51050,7.41650,"Hundreds of houses have been submerged by floods across communities in Kaduna metropolis and its environs. Residents who fled for safety say the disaster destroyed properties and left them homeless. Trust TV’s Bello Musa, who visited some affected com - instagram.com",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5DYTdNR0p5R196dlU2YWdjOWpmdFJUSFZkYVN5SHdWeDh0VUc0REIySllUSHRidmJTeDhzREpOYV8zQUk4Z2hOS1gxbjZNd1VCdnNwN2JR?oc=5,instagram.com,kaduna,1,news_reported_physical_impact
2025-09-16T07:00:00+00:00,Adamawa,Yola,9.20350,12.49540,Flood displaces residents in two Adamawa LGAs - thecable.ng,https://news.google.com/rss/articles/CBMiekFVX3lxTE9ZcENLbl9tVDgxamJLb3FDM2JTcTAtRXpyaFdROVJrRExScEk5SFZpbkZ4RXp5WVVFYXBFM2lUU1lqRFVNOWd6aHNQX2dtQ3JOa0duMjZMOUxwQjVzeGpMZWxQVmJCcnU5V0JqRUJTcE5ucVlJZmtFd1ZB?oc=5,thecable.ng,adamawa,1,news_reported_physical_impact
2025-09-16T07:00:00+00:00,Adamawa,Yola,9.20350,12.49540,Flood hits four communities in Adamawa - vanguardngr.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxNZEUxdXBaamJRUHhHRmExV2trS21nNU5mSjRrbnI0TXFkSS0ycDZFN21yT281TXktWVRqMFE4TnV6VER3WjFuNlQyME93aGpDRTFEVk9ZT0tJWDU1UWVic2lDVGRaTU1IekF0bVMtS1A2dmRyUW9UOHhRQlhLMWdkY9IBhgFBVV95cUxOX3ZSZkljYlpmcEhMOXRDd3JDb0RZaWdsLTlVSVdlN2NXT1piZGs2OXlVS0llYXI0ZWtaRDh4eWNDSzBaNHNYcWd6NU05YjlhWTRtYlRuMXA5NlZVRkdhOTRVRWRVelNNT0VBYWRXN180b0w1ZGV4a2tNMmx6a0ZWQ1dsWGZSdw?oc=5,vanguardngr.com,adamawa,1,news_reported_physical_impact
2025-09-16T07:00:00+00:00,Adamawa,Yola,9.20350,12.49540,Flood displaces residents in two Adamawa LGAs - TheCable,https://news.google.com/rss/articles/CBMiekFVX3lxTE9ZcENLbl9tVDgxamJLb3FDM2JTcTAtRXpyaFdROVJrRExScEk5SFZpbkZ4RXp5WVVFYXBFM2lUU1lqRFVNOWd6aHNQX2dtQ3JOa0duMjZMOUxwQjVzeGpMZWxQVmJCcnU5V0JqRUJTcE5ucVlJZmtFd1ZB?oc=5,TheCable,adamawa,1,news_reported_physical_impact
2025-09-16T07:00:00+00:00,Adamawa,Yola,9.20350,12.49540,Flood hits four communities in Adamawa - Vanguard News,https://news.google.com/rss/articles/CBMigAFBVV95cUxNZEUxdXBaamJRUHhHRmExV2trS21nNU5mSjRrbnI0TXFkSS0ycDZFN21yT281TXktWVRqMFE4TnV6VER3WjFuNlQyME93aGpDRTFEVk9ZT0tJWDU1UWVic2lDVGRaTU1IekF0bVMtS1A2dmRyUW9UOHhRQlhLMWdkY9IBhgFBVV95cUxOX3ZSZkljYlpmcEhMOXRDd3JDb0RZaWdsLTlVSVdlN2NXT1piZGs2OXlVS0llYXI0ZWtaRDh4eWNDSzBaNHNYcWd6NU05YjlhWTRtYlRuMXA5NlZVRkdhOTRVRWRVelNNT0VBYWRXN180b0w1ZGV4a2tNMmx6a0ZWQ1dsWGZSdw?oc=5,Vanguard News,adamawa,1,news_reported_physical_impact
2025-09-24T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Kogi govt cries for help as flood submerges Ibaji communities - The Guardian Nigeria News,https://news.google.com/rss/articles/CBMipgFBVV95cUxNWXdvNVJmOVJvNWdwa1g1aWRXQjhHREcxOXdLMHpCUEtUX0dCSW9QQnFJUlpVeUw4RFZ3eEFTbXppd2VDRFVnZUowNXhKYUJ0SHFfMWRZUERNZHF3Tk9Md1Njem9GMGpsOHI2a3NCaDEwNXhULWMtNXVMcW9FYmdpdV8wNk1fSnF3Zjh0d0s4WGV1MjhOTGY0SXNfcnRqaFRCd3E0S3Nn?oc=5,The Guardian Nigeria News,kogi,1,news_reported_physical_impact
2025-09-24T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Kogi Govt Opens 42 IDP Camps as Flood Submerges Five Communities - Kogi Reports,https://news.google.com/rss/articles/CBMikwFBVV95cUxQUnVpZjVkQkRfM2hDVUlPbEpTYnAySWctLVZvT05SejRRdTc0b2U1cEVkWHhnZk05cFlDMXVQS0NvcU5tSlJZMnpkZ0lXdEJrcnpGbjkxeXR4bXAtemVRQnJaRTdKRUFoSWFORmZFQkVxbzZfMHhjZWNPdVpITEoyUHpJanZzNE1KRGJEcGlILWVJY0k?oc=5,Kogi Reports,kogi,1,news_reported_physical_impact
2025-09-24T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Flood submerges 5 communities in Kogi - vanguardngr.com,https://news.google.com/rss/articles/CBMif0FVX3lxTE1oUFpEcXhpRjNGSHJhNXpJOElmZHBDNXBNVTdfRmFneWQtWnNGQzFQX21UVG1VOGhIczhaczJPUm0xenE1QTgxVXpYUzMxVnpRNlcybFVlekZ2ZWxvRmk1NE9PcUhMeF9xY2NUaTNQcmtjaDJCTGRBTUZKS1NUaU3SAYQBQVVfeXFMTjlxVHNDMDRldGZUNnhvdlBxY3V1SFFwVnB2blNxNTVqd1NMbVFFZlpkZkFkTXFuc29lMTdLbXpSX2oydVk3Tk5JUTM5WUh0ZktMRGZNazQtbF9sU2dmeGZmNnlGdGxPRDUyaEFPa3Ewb1oxVXVlVTFoZUxBV2RMbVJNa2pw?oc=5,vanguardngr.com,kogi,1,news_reported_physical_impact
2025-09-24T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Kogi govt cries for help as flood submerges Ibaji communities - guardian.ng,https://news.google.com/rss/articles/CBMipgFBVV95cUxNWXdvNVJmOVJvNWdwa1g1aWRXQjhHREcxOXdLMHpCUEtUX0dCSW9QQnFJUlpVeUw4RFZ3eEFTbXppd2VDRFVnZUowNXhKYUJ0SHFfMWRZUERNZHF3Tk9Md1Njem9GMGpsOHI2a3NCaDEwNXhULWMtNXVMcW9FYmdpdV8wNk1fSnF3Zjh0d0s4WGV1MjhOTGY0SXNfcnRqaFRCd3E0S3Nn?oc=5,guardian.ng,kogi,1,news_reported_physical_impact
2025-09-24T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Flood submerges 5 communities in Kogi - Vanguard News,https://news.google.com/rss/articles/CBMif0FVX3lxTE1oUFpEcXhpRjNGSHJhNXpJOElmZHBDNXBNVTdfRmFneWQtWnNGQzFQX21UVG1VOGhIczhaczJPUm0xenE1QTgxVXpYUzMxVnpRNlcybFVlekZ2ZWxvRmk1NE9PcUhMeF9xY2NUaTNQcmtjaDJCTGRBTUZKS1NUaU3SAYQBQVVfeXFMTjlxVHNDMDRldGZUNnhvdlBxY3V1SFFwVnB2blNxNTVqd1NMbVFFZlpkZkFkTXFuc29lMTdLbXpSX2oydVk3Tk5JUTM5WUh0ZktMRGZNazQtbF9sU2dmeGZmNnlGdGxPRDUyaEFPa3Ewb1oxVXVlVTFoZUxBV2RMbVJNa2pw?oc=5,Vanguard News,kogi,1,news_reported_physical_impact
2025-09-25T07:00:00+00:00,Lagos,Ikeja,6.60180,3.35150,"Flood paralyses Lagos, motorists, residents stranded - PM News Nigeria",https://news.google.com/rss/articles/CBMikgFBVV95cUxPeEUxTHVQczVLYWRfSHZWUE5UZ0VVVFRWb0JJdFV4STBhUng1Wno4WVI3aWxZdzdHNm5pSlJ2QTBmZmFRRWJqM3VFR1hCYlR6U1NKa0thU2JueTVCMUJrOUI0MVAzazMzbFotOV94czEySHZmT05CLS02QmFFZDlMSHlfWWptWjZ0QVV6RXhCUkh5UQ?oc=5,PM News Nigeria,lagos,1,news_reported_physical_impact
2025-09-25T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Flood submerges 5 communities in Kogi - Business News Nigeria,https://news.google.com/rss/articles/CBMif0FVX3lxTFBDUGUyTWpoLWxJUzFpRW14ZjRFRm8xLTM0Z29wUzU2NWI3OXdTVVhSRmhqeUlBMm1ma1FqR1pNTTQxY25nZFhwcDJHNVVmX2hOcTZwR3R4OEs3TFRSMVhPYnk5WWtPUk1RNUpldGx6NExXTzZkRlI4SXMtVklHUlE?oc=5,Business News Nigeria,kogi,1,news_reported_physical_impact
2025-09-25T07:00:00+00:00,Lagos,Ikeja,6.60180,3.35150,"Flood: Houses, farms destroyed in Kogi, activities disrupted in Lagos - Daily Trust",https://news.google.com/rss/articles/CBMilAFBVV95cUxONUM1QWZuUnR2Wm90WVRjZHVHZ214TUhwYnBDa2NBN1VYTFlaQTJYcVJFUVdFQ3ZsSUFVYmt3U1B2enNZRTFJNTNZNGk0Mm5BUUg2UTZIWWVGWnd3a2lFcmlTQl9SempTWG9OWUI3bnVJaVRhdE1pZ2pISjV0REd3VlNfaXJyTjE3TlFiOVhob2lvVTJ6?oc=5,Daily Trust,lagos,1,news_reported_physical_impact
2025-09-25T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Floods: Five Kogi communities submerged - Daily Post Nigeria,https://news.google.com/rss/articles/CBMie0FVX3lxTFBpdjQ1U1h6RzRBWWc3T3k4TUF1cEk5U0lGdkRSYnNjWGVMOE5oSzRraXFxRTM1Q2Z3eXV5cmF3bFBUcElJUXBHdm9rZ1NfbVBxQnU1dFFMZGJCV3lHNDdRYnB5WDZQSXN3Qmt2MXJaOHVmWWNSbG1ucENhMA?oc=5,Daily Post Nigeria,kogi,1,news_reported_physical_impact
2025-09-25T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Flood submerges 5 communities in Kogi - businessday.ng,https://news.google.com/rss/articles/CBMif0FVX3lxTFBDUGUyTWpoLWxJUzFpRW14ZjRFRm8xLTM0Z29wUzU2NWI3OXdTVVhSRmhqeUlBMm1ma1FqR1pNTTQxY25nZFhwcDJHNVVmX2hOcTZwR3R4OEs3TFRSMVhPYnk5WWtPUk1RNUpldGx6NExXTzZkRlI4SXMtVklHUlE?oc=5,businessday.ng,kogi,1,news_reported_physical_impact
2025-10-18T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Kogi State Government Delivers Relief Materials to Flood Ravaged Owara Community - Kogi State Government,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNX0FOQm1COXZPOVFacHVleTloS2NTNnBqX3NNZ3hlZFByVzJNS3V4cWhtWFhmLTdYdE5fRFI4cXV1UFZhVzlFcmpOcUxJdWczMnRxX3BCU016ald2TlY5bGtHRWZ1em9OUTJqSF9Wb0RWdjNQU0FtanIzMUU4S3pVMDRCS250X1lNUkVWNUtmcExFRGFxSWt0bHBBTDE5VHB2OS1ydFRTa1hYQQ?oc=5,Kogi State Government,kogi,1,news_reported_physical_impact
2025-10-18T07:00:00+00:00,Kogi,Lokoja,7.80230,6.73330,Kogi State Government Delivers Relief Materials to Flood Ravaged Owara Community - kogistate.gov.ng,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNX0FOQm1COXZPOVFacHVleTloS2NTNnBqX3NNZ3hlZFByVzJNS3V4cWhtWFhmLTdYdE5fRFI4cXV1UFZhVzlFcmpOcUxJdWczMnRxX3BCU016ald2TlY5bGtHRWZ1em9OUTJqSF9Wb0RWdjNQU0FtanIzMUU4S3pVMDRCS250X1lNUkVWNUtmcExFRGFxSWt0bHBBTDE5VHB2OS1ydFRTa1hYQQ?oc=5,kogistate.gov.ng,kogi,1,news_reported_physical_impact
2026-01-26T08:00:00+00:00,Kano,Kano,12.00220,8.59200,Kano communities rejoice as FG reconnects flood-damaged roads - The Guardian Nigeria News,https://news.google.com/rss/articles/CBMikAFBVV95cUxQR3FWNU1IeVVUSU44bWpsNy1hQzAyT0JpZy1YV3BkWHJXdDJ6YXp3QURWRDRWdWlNNVI2MFdBUWRTX2VUajVQSHpmVG1yaGltd3B2U3NOY0pDLWxCWEJPV0xkSHl0emFZLXp6NWlWZEI1UGptU2pYdGIwTl9iTXVuM0VGNVg1dkJYSmd1MU4zSnM?oc=5,The Guardian Nigeria News,kano,1,news_reported_physical_impact
2026-01-26T08:00:00+00:00,Kano,Kano,12.00220,8.59200,Kano communities rejoice as FG reconnects flood-damaged roads - guardian.ng,https://news.google.com/rss/articles/CBMikAFBVV95cUxQR3FWNU1IeVVUSU44bWpsNy1hQzAyT0JpZy1YV3BkWHJXdDJ6YXp3QURWRDRWdWlNNVI2MFdBUWRTX2VUajVQSHpmVG1yaGltd3B2U3NOY0pDLWxCWEJPV0xkSHl0emFZLXp6NWlWZEI1UGptU2pYdGIwTl9iTXVuM0VGNVg1dkJYSmd1MU4zSnM?oc=5,guardian.ng,kano,1,news_reported_physical_impact
2026-04-07T07:00:00+00:00,Anambra,Awka,6.21010,7.07410,Locals recount heavy flood damage in Nnewi after rain - Legit News,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQSXN4cUlkX0lUY2FEUTRJcmVXQTFqRS04RkdXRjl4VjEzZ19od1AtWWE2ak13SFoycHJhMlh6X3ItT1FEdDRwd0pLcEhSN2hpaEhZWHZZU0ExRmFWTG1IRG5Qd2tHb0txR2I0bWJ0UmZYZUs1WkZCYlpvd0FvMUs5RGFJU2ZCMlJXamVSRVpnZ0dsZXRSYlY2SjZkSzRSZ2xkcGljanZVUTIyZw?oc=5,Legit News,nnewi,1,news_reported_physical_impact
2026-04-15T07:00:00+00:00,Lagos,Ikeja,6.60180,3.35150,Preventing flood damage in your Lagos home this April - Tribune Online,https://news.google.com/rss/articles/CBMiigFBVV95cUxNQUZ1cW5qQlR5MVl4dHVqVkY4RjF6Y3dXTjFFUFBxMS1kckNUclI5bTRObVBJREJob0NNQjBXZFN6dFVSRktpMU1IWEFGVDJUUEY1MW42ZzBwWmpmQ0xwaUFPU3lBREx5SHgwV2hnQTFMS2Z3bTVMQ3RCeW1QakROZnVaZGdiRTRzaXfSAY8BQVVfeXFMUFc4UzlpNF9zdGg2OEoyRVRHVW5nSThOanVmeWduT3Vqak1iOFBJTlZ5Um9NRDhXcThoWGJmR1JhQTZPanNlVDlXVHFDTlItZUs2TUY5dXVYZlFNN3NmTHk1UEFyV0lNeEV5YjlWWEdPTmdmWFZsTXMzN282YmpmdDFKU3dqbi0yQVBmTzJKZUk?oc=5,Tribune Online,lagos,1,news_reported_physical_impact
2026-04-25T07:00:00+00:00,Taraba,Jalingo,8.89200,11.37710,"Houses, shops submerged as flood takes over Jalingo - Daily Trust",https://news.google.com/rss/articles/CBMif0FVX3lxTE95SzZGSndDTlNySjQ2cVBFZUpFeVJKZGNNekNDQi1RNVVfVmpVWGlVdzFMcVhCN1RWWF9GVTVZc2pfa1Z4dExOTVlNdzUxUVcwSm5jakg2THlVWVRMWmIyUmNzeHhha1BvdndKUUlvaE90c2pCLTMzQXVlYk5tZ00?oc=5,Daily Trust,jalingo,1,news_reported_physical_impact
